1,2,0.040248
1,4,0.079886
1,6,0.057534
1,8,0.020159
1,9,0.041494
1,10,0.053197
1,11,0.071668
1,12,0.098309
1,13,0.075530
1,14,0.010260
1,18,0.024572
1,19,0.013085
1,20,0.139615
1,22,0.063901
1,24,0.026457
1,25,0.037208
1,26,0.034178
1,27,0.058837
1,28,0.034288
1,29,0.064341
1,31,0.010408
1,32,0.157598
1,33,0.079148
1,34,0.009815
1,35,0.057533
1,36,0.070408
1,37,0.101926
1,38,0.069377
1,39,0.052630
1,42,0.042911
1,43,0.057961
1,45,0.060500
1,46,0.070938
1,48,0.010761
1,50,0.085136
1,51,0.020526
1,52,0.070793
1,53,0.222025
1,56,0.104813
1,57,0.101891
1,59,0.012972
1,61,0.035948
1,65,0.044259
1,66,0.012850
1,68,0.347890
1,69,0.173533
1,70,0.036253
1,72,0.007305
1,75,0.090438
1,76,0.108240
1,79,0.020033
1,80,0.061454
1,81,0.077322
1,82,0.040664
1,83,0.109291
1,86,0.091749
1,87,0.542527
1,88,0.119830
1,89,0.034814
1,91,0.006165
1,92,0.106891
1,93,0.037088
1,94,0.082084
1,95,0.078539
1,96,0.009766
1,97,0.025460
1,99,0.101826
1,100,0.074218
1,101,0.018956
1,102,0.028391
1,103,0.255825
1,104,0.045015
1,105,0.032960
1,106,0.186282
1,107,0.009821
1,108,0.062528
1,109,0.048024
1,111,0.031403
1,112,0.074986
1,114,0.063954
1,115,0.014449
1,116,0.317589
1,117,0.049408
1,118,0.224610
1,119,0.080983
1,120,0.031555
1,121,0.015819
1,124,0.012182
1,125,0.032374
1,126,0.036711
1,127,0.121330
1,128,0.055408
1,129,0.029256
1,130,0.128852
1,131,0.012584
1,132,0.036207
1,134,0.195960
1,135,0.026820
1,136,0.078518
1,137,0.012236
1,138,0.035527
1,139,0.056837
1,142,0.300598
1,143,0.089491
1,144,0.054897
1,146,0.007900
1,147,0.030157
1,148,0.050794
1,149,0.022104
1,150,0.009321
2,4,0.018780
2,6,0.125697
2,7,0.055307
2,8,0.107781
2,9,0.028117
2,10,0.036084
2,11,0.080264
2,12,0.082063
2,13,0.114657
2,14,0.118942
2,15,0.017589
2,16,0.031131
2,17,0.019259
2,18,0.035433
2,19,0.033633
2,20,0.040025
2,21,0.043471
2,22,0.044751
2,23,0.105461
2,24,0.037838
2,25,0.097963
2,26,0.149608
2,27,0.054386
2,28,0.089118
2,29,0.082353
2,31,0.106812
2,32,0.040907
2,33,0.035738
2,34,0.104875
2,35,0.039792
2,36,0.031454
2,37,0.041309
2,38,0.076842
2,39,0.065778
2,40,0.079636
2,41,0.023499
2,42,0.029085
2,43,0.027659
2,44,0.052752
2,45,0.089204
2,46,0.116118
2,47,0.120038
2,48,0.058100
2,49,0.036971
2,50,0.094901
2,51,0.016782
2,52,0.071727
2,53,0.220166
2,54,0.114820
2,55,0.104955
2,56,0.128440
2,57,0.084585
2,58,0.014957
2,59,0.024710
2,60,0.113506
2,61,0.087001
2,62,0.058385
2,63,0.011483
2,64,0.023226
2,65,0.140722
2,66,0.099580
2,67,0.067717
2,68,0.149174
2,69,0.124207
2,70,0.041461
2,71,0.039707
2,72,0.042374
2,73,0.011406
2,74,0.043728
2,75,0.039571
2,76,0.101608
2,78,0.025807
2,79,0.045365
2,80,0.107801
2,81,0.039898
2,82,0.040043
2,83,0.026449
2,84,0.016316
2,86,0.015499
2,87,0.069753
2,88,0.064776
2,89,0.024224
2,90,0.041082
2,91,0.053443
2,92,0.157266
2,93,0.091231
2,94,0.022949
2,95,0.034516
2,96,0.056681
2,97,0.087102
2,98,0.052052
2,99,0.060790
2,100,0.047389
2,101,0.086434
2,102,0.092596
2,103,0.061345
2,104,0.100747
2,105,0.088050
2,106,0.126990
2,107,0.011657
2,108,0.100678
2,109,0.098479
2,110,0.107145
2,111,0.110283
2,112,0.108764
2,113,0.156943
2,114,0.061379
2,115,0.163556
2,116,0.205961
2,117,0.122564
2,118,0.088795
2,119,0.188501
2,120,0.202302
2,121,0.008479
2,122,0.047103
2,124,0.020459
2,125,0.069036
2,126,0.051416
2,127,0.179614
2,128,0.155758
2,129,0.079561
2,130,0.086825
2,131,0.110611
2,132,0.086209
2,133,0.155432
2,134,0.158573
2,135,0.045716
2,136,0.101901
2,137,0.094859
2,138,0.092739
2,139,0.077033
2,140,0.045155
2,142,0.094733
2,143,0.114159
2,144,0.078856
2,146,0.077228
2,147,0.085485
2,148,0.112448
2,149,0.082930
2,150,0.102112
3,4,0.101750
3,5,0.084819
3,8,0.045045
3,9,0.026798
3,11,0.042606
3,12,0.036029
3,15,0.045622
3,16,0.061995
3,19,0.033727
3,20,0.051286
3,21,0.049026
3,23,0.053977
3,25,0.045624
3,30,0.109823
3,35,0.090058
3,44,0.082219
3,46,0.033677
3,51,0.055019
3,52,0.040703
3,53,0.061370
3,55,0.030216
3,56,0.029287
3,62,0.027748
3,68,0.092473
3,69,0.045079
3,73,0.034107
3,74,0.041522
3,75,0.041106
3,78,0.123673
3,79,0.037743
3,82,0.091485
3,84,0.037278
3,85,0.039949
3,87,0.033722
3,90,0.046971
3,98,0.070859
3,100,0.037752
3,114,0.027025
3,115,0.110202
3,116,0.054708
3,120,0.031796
3,127,0.031693
3,129,0.047896
3,130,0.035809
3,131,0.034988
3,134,0.029975
3,137,0.040633
3,143,0.035643
3,144,0.052586
3,146,0.030658
3,147,0.117651
3,150,0.024193
4,5,0.095673
4,6,0.020082
4,8,0.072934
4,9,0.048593
4,10,0.024199
4,11,0.047535
4,12,0.030997
4,14,0.042854
4,15,0.050551
4,16,0.072045
4,18,0.011549
4,19,0.052264
4,20,0.203494
4,21,0.174100
4,22,0.024339
4,23,0.061336
4,24,0.033750
4,25,0.066027
4,26,0.048741
4,29,0.020510
4,30,0.275196
4,31,0.013068
4,32,0.122860
4,33,0.071781
4,34,0.012053
4,35,0.015801
4,36,0.020655
4,37,0.037625
4,38,0.015842
4,39,0.173904
4,42,0.111075
4,45,0.014157
4,46,0.035977
4,47,0.027593
4,48,0.013674
4,50,0.018547
